mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2401102066040039,0.00503646521074552,0.0008249759674072265,0.00014275611016210834,entropy,5,2,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.45,0.525,0.55,0.525,0.55,0.5200000000000001,0.036742346141747685,92
0.3059079647064209,0.05039393132550132,0.0008605480194091797,0.00010937137300388012,entropy,5,2,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.475,0.625,0.55,0.525,0.525,0.54,0.04898979485566357,84
0.2655048370361328,0.0813201445301333,0.0008682727813720704,0.00016830368573562103,entropy,5,4,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.475,0.525,0.55,0.525,0.55,0.525,0.02738612787525833,88
0.2315591812133789,0.008800224492986074,0.0007491588592529296,2.0751677013411588e-05,entropy,5,4,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.475,0.525,0.55,0.525,0.55,0.525,0.02738612787525833,88
0.2586689472198486,0.06115632963454522,0.0007703304290771484,6.354380705748308e-05,entropy,5,4,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.475,0.625,0.55,0.525,0.525,0.54,0.04898979485566357,84
0.30934767723083495,0.05906174581830684,0.0008299350738525391,9.460393940087297e-05,entropy,10,1,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.525,0.5,0.65,0.5,0.575,0.55,0.0570087712549569,64
0.25834312438964846,0.010464867400975412,0.0007242202758789062,1.753153272013441e-05,entropy,10,1,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.575,0.5,0.6,0.575,0.575,0.5650000000000001,0.03391164991562633,45
0.2840860843658447,0.04302356959538416,0.0007927417755126953,7.692434223751949e-05,entropy,10,1,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.2552831172943115,0.011513032916403435,0.0007409095764160156,1.2795416708323872e-05,entropy,10,2,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5,0.525,0.6,0.625,0.575,0.5650000000000001,0.04636809247747851,45
0.25504579544067385,0.011905840724220232,0.0007859230041503906,8.111175263860063e-05,entropy,10,2,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.575,0.525,0.6,0.575,0.575,0.5700000000000001,0.024494897427831765,32
0.34230766296386717,0.06692664837045521,0.0008554935455322265,7.601947886811478e-05,entropy,10,2,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.26878156661987307,0.054788534904889385,0.0007918834686279297,6.598444270241197e-05,entropy,10,4,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.23750848770141603,0.013873491168472935,0.0007421970367431641,1.5332372387884324e-05,entropy,10,4,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
